ipi,Belgian industrial production excluding construction and adjusted for seasonal and calendar influences was provisionally 06 pct lower in February than a year earlier the National Statistics Office said Output in February was however 59 pct higher than in January A spokeswoman for the office said the production index base 1980 rose to a provisional 1088 in February from a provisional 1027 in January slightly revised from the 1028 originally estimated In February last year the index stood at 1095 REUTER 3
ipi,The Labor Department said it rescheduled the release of the firstquarter nonfarm productivity report to May 4 at 1000 EDT 1400 GMT from April 27 The delay was necessary because the Commerce Department moved back release of national income and product data used by the Labor Department to compute productivity Reuter 3
ipi,Swedish industrial production rose 26 pct in February after a 18 pct fall in January showing a 44 pct rise over February 1986 and reaching its highest level ever the Central Bureau of Statistics said The rise reflected recovery in almost all sectors after an exceptionally cold spell in January the Bureau said adding that the highest rises were seen in the forest chemical and metal industries REUTER 3
ipi,US industrial production rose 05 pct in February after a revised 01 pct increase in January the Federal Reserve Board said The Fed previously said industrial production rose 04 pct in January The Fed said the February gain was dominated by a sharp rise in motor vehicle production which boosted output of both consumer goods and business equipment Industrial production stood at 1273 pct of the 1977 average in February and was up 17 pct from a year ago the Fed said The Fed also revised the December industrial production figure to a gain of 05 pct from 03 pct originally reported Manufacturing output rose 05 pct in February after a 01 pct increase in January and included gains of 08 pct in durables and 01 pct in nondurables the Fed said Manufacturing was 24 pct above the year ago level Production of auto assemblies rose to an annual rate of 83 mln units last month from a January rate of 75 mln units Output of consumer goods rose 06 pct after falling 03 pct in January and output of consumer durables was up 21 pct in February after falling by 20 pct in January Business equipment production rose 10 pct in February reflecting more output of autos and trucks for business use and a recovery from strikes in farm equipment industries the Fed said Mining output rose 01 pct after a 16 pct increase in January but was still six pct lower than a year ago Utilities output rose 07 pct in February after a 12 pct rise in January Output of defense and space equipment was up 04 pct the same as in January and 62 pct higher than a year ago Output of construction supplies rose 02 pct in February after a 15 pct January rise Materials output increased by 02 pct last month the fourth consecutive monthly increase after declining throughout much of 1986 The recent strength in materials has been concentrated in textiles paper and chemicals the Fed said Output of home goods was up 03 pct in February and the Fed said production of items like appliances and furniture continued strong last month Reuter 3
ipi,Canadian industrial production rose 253 pct in December after falling 051 pct in November Statistics Canada said The federal agency said yearoveryear production was off 065 pct in December compared with a decline of 165 pct in November Reuter 3
ipi,Production in the manufactured goods industry has been falling since mid1986 and will decline by between one and two pct this year after a 25 pct increase in 1986 the Ifo economic institute said An Ifo report said recessionary influences were affecting the engineering industry particularly It saw a decline of two to three pct in this sector after a 52 pct rise in 1986 Orders especially from abroad were also falling sharply for capital goods in the electronics sector it added Ifo also predicted stagnation in the automobile industry in 1987 after a particularly successful 1986 when production rose 51 pct Chemical industry production which fell by 09 pct last year was likely to stagnate or decline by one pct in 1987 This sector suffered from slack demand from abroad and from low domestic consumption REUTER 3
ipi,The Bank of France expects a continued revival in shortterm industrial activity but the outlook for any improvement in Frances record 109 pct unemployment rate remains bleak the Bank of France said in its monthly review The upturn in activity in all industrial sectors except the agrofood sector in February more than compensated for the fall in January while construction and civil engineering experienced a recovery which appears likely to extend over the next few months Internal demand rose and the export situation improved in particular toward the European Community EC the Bank said Stocks decreases and order book levels with the exception of the agrofood industry improved substantially In addition retail prices and salaries stabilised last months Production rose in all sectors except agricultural machinery and aeronautics where it stabilised and ship construction where it declined The car industry was the major beneficiary of the upturn in activity in February with both domestic and export orders rising In the consumer goods sector actitity rose sharply despite a fall in the household goods sector and stability in pharmaceuticals Among semifinished products output rose sharply helped by a strong growth in construction materials But activity in the retail sector declined slightly over the past two months REUTER 3
ipi,Canadas industrial product price index rose 02 pct in January after falling 02 pct in each of the two previous months Statistics Canada said The rise was led by price gains for papers pharmaceuticals and petroleum and coal products Price declines were recorded for meat products lumber and motor vehicles On a year over year basis the federal agency said the index fell 09 pct in January the largest yearly decline on record Reuter 3
ipi,The Soviet Union outlined its economic targets for 1988 on Monday stressing the need to improve standards in the countrys sluggish engineering industry Planning chief Nikolai Talyzin told the Supreme Soviet industrial output should rise by 45 pct in 1988 up from a planned 44 pct in 1987 It rose 36 pct in JanSept 1987 Talyzin said national income the nearest Soviet equivalent to gross national product should rise by 43 pct against a planned 41 pct this year Gross national product measures the output of a countrys goods and services He said the Kremlin planned to produce 235 mln tonnes of grain in 1988 versus a planned 232 mln this year Moscow produced 210 mln tonnes in 1986 Kremlin leader Mikhail Gorbachev has described machinebuiling as a sector whose rapid modernization is essential if the Soviet Union is to compete effectively on world markets Certain difficulties have arisen this year in the machinebuilding industry The economy is not receiving a considerable amount of the equipment that it requires said Talyzin who heads the state planning committee GOSPLAN Soviet data show the machinebuilding industry which makes machine tools instruments and other engineering goods increased output by 33 pct in the first nine months of 1987 compared with the same period last year However this was far below the 73 pct increase planned for the industry for the whole of 1988 Talyzin said the ruling Politburo had concluded at a recent meeting that an improvement in economic performance depended to a large extent on conserving resources better Largescale measures are planned to save resources he said Finance Minister Boris Gostev told the Supreme Soviet that defense spending in 1988 would total 32 billion dlrs the same figure as was announced last year Western governments view official Soviet estimates for defense spending as highly understated but say the real figure is hard to calculate because Soviet military industries are intertwined with the civilian economy Talyzin said the Kremlin also decided to increase spending next year on medical services education pensions and social insurance schemes Reuter 3
ipi,Industrial production excluding construction and adjusted for the number of working days fell 15 pct in December from year earlier levels the National Statistics Office said It was also a sharp 168 pct below the November level it said The office said the production index base 1980 stood at 973 in December against an adjusted 1169 in November and 988 in December 1985 REUTER 3
ipi,The Canadian industrial product price index base 1981 fell 02 pct in February after rising 02 pct in January Statistics Canada said A significant part of this monthly decrease was attributable to the impact of the increase of the Canadian dollar on prices for wood pulps newspaper aluminum nickel and motor vehicles the federal agency said On a yearoveryear basis the index was down 08 pct little change from the 09 pct decline posted in January Reuter 3
ipi,Hungarys economy and hard currency trade have failed so far this year to reverse a twoyear unfavourable trend the official Hungarian news agency MTI said Industrial production in January and February was only 13 pct up on the same 1986 period MTI said while hard currency exports fell six pct as imports rose 10 pct Hungarys hard currency trade fell into a deficit of 5394 mln dlrs last year from a surplus of 2953 mln in 1985 and 12 billion in 1984 MTI quoted a government spokesman saying last Decembers wage freeze decree would expire on April 1 as envisaged Gross domestic product grew a sluggish one pct in 1986 after stagnating in 1985 and growing 26 pct in 1984 REUTER 3
ipi,Soviet industrial output in the first quarter of this year grew by 25 pct compared with the first three months of 1986 Tass news agency reported A regular meeting of the Politburo heard that in March industry achieved the average daily rate needed to fulfil annual targets Quarterly plans were exceeded in the fuel and power sector and agriculture where output grew by 87 pct compared with the same period last year it said Plans were not fulfilled by the engineering and building ministries the chemical and timber sectors rail transport and light industry it added Reuter 3
ipi,Soviet Planning chief Nikolai Talyzin told the Supreme Soviet parliament industrial output is planned to rise by 45 pct in 1988 up from a planned 44 pct in 1987 In the first nine months of this year industrial output rose by 36 pct Talyzin said national income the nearest Soviet equivalent to gross national product is planned to rise by 43 pct against a planned 41 pct this year He said grain production is planned at 235 mln tonnes in 1988 compared with a planned 232 mln this year The Soviet Union produced 210 mln tonnes of grain in 1986 and the Soviet press has said heavy rain has affected the harvest this year Talyzin said the 1988 Soviet plan stressed the engineering industry which Kremlin leader Mikhail Gorbachev has described as a sector where rapid modernisation is essential if the Soviet Union is to compete effectively on world markets Certain difficulties have arisen this year in the machinebuilding industry The economy is not receiving a considerable amount of the equipment that it requires said Talyzin who heads the state planning committee Gosplan Soviet data show the machinebuilding industry which makes machine tools instruments and other engineering goods increased output by 33 pct in the first nine months of this year against the same period of 1986 This is well below the 73 pct rise planned for the industry for all of 1988 Talyzin said the ruling Politburo concluded at a recent meeting that an improvement in economic performance depended to a large extent on conserving resources better Largescale measures are planned to save resources he said Finance Minister Boris Gustev told the Supreme Soviet defence spending in 1988 would total 202 billion roubles the same as announced last year Talyzin said the Kremlin also had decided to increase spending next year on medical services education pensions and social insurance schemes He said state expenditures in these fields would reach 171 billion roubles in 1988 or 35 billion roubles more than had originally been envisaged in the 19861990 FiveYear Plan REUTER 3
ipi,Taiwans industrial production index base 1981 rose 1421 pct to 16219 in March from a revised 14201 in February and 719 pct from March 1986 the Economic Ministry said The February figure was revised from a preliminary 14006 A ministry official said the March index stood at its highest level since the 16994 set in December 1986 He attributed the increase to rising production of textiles wooden and bamboo products plastics machinery electronics transportation equipment mining and house construction REUTER 3
ipi,British manufacturers expect output to grow rapidly in the four coming months a Confederation of British Industry CBI survey shows The CBIs monthly trends survey for March shows that 43 pct of the 1685 polled UK Firms expect to raise output in the next four months Only nine pct expect output to fall while 47 pct said production would likely remain unchanged The CBI said the positive balance between firms expecting production to rise and those forecasting a fall at 34 pct was the highest such figure recorded since 1977 In the CBIs February survey 37 pct of companies expected a rise in output while 54 pct forecast production would remain at present levels and eight pct expected production to drop The survey also showed that 23 pct of the polled companies consider current order books to be above normal while 58 pct view them as normal and only 19 pct regard them as below normal This was the highest positive balance since the question was first asked more than 10 years ago the CBI said In February the figures were 24 pct 22 pct and 54 pct respectively Companies also rated their export possibilities higher Of all polled companies 23 pct rated their export order books to be above normal and 53 pct described them as normal while only 23 pct believed export orders were below normal levels In February 25 pct thought their export books were below normal and 50 pct believed them to be about normal At 23 pct the proportion of companies rating their export books above normal was unchanged between February and March On prices the survey showed that 62 pct of companies expect average prices at which domestic orders are booked will remain unchanged in the coming four months up from 57 pct in February Reuter 3
ipi,Industrial production rose 48 pct on a seasonallyadjusted basis in January compared with December while rising 28 pct from January last year Central Bureau of Statistics figures show In December industrial production fell by 28 pct from November while rising 29 pct compared with December 1985 The industrial production index base 1980 stood at 109 in January compared with a downward revised 104 in December which was initially put at 105 In January last year the index stood at 106 and in December 1985 at 101 REUTER 3
ipi,Dutch seasonally adjusted industrial production fell by 64 pct in April compared with the previous month and was 55 pct down on the same period last year figures from the official Statistics Bureau CBS show The April index base 1980 stood at 103 In March industrial production rose by 28 pct from February The unadjusted April index figure fell 14 pct from March to 104 compared with a 10 pct rise in March over February REUTER 3
ipi,Taiwans industrial production index base 1981 rose 1421 pct to 16219 in March from a revised 14201 in February and 719 pct from March 1986 the Economic Ministry said The February figure was revised from a preliminary 14006 A ministry official said the March index stood at its highest level since the 16994 set in December 1986 He attributed the increase to rising production of textiles wooden and bamboo products plastics machinery electronics transportation equipment mining and house construction REUTER 3
ipi,Industrial production in the European Community EC in January showed no growth compared with January 1986 the EC statistics office Eurostat said in a report It said the EC industrial production index base 1980 stood at 1039 in both months EC officials said while the lack of growth may have been due in part to the icy weather which gripped large parts of the EC in January it also reflects a worrying trend Eurostat said for the last three months for which figures are known industrial output rose by only 09 pct compared with the yearearlier period Annual growth in the 12 months to January averaged about 18 pct well below the 28 pct figure recorded in the 12 months ending last June the office said REUTER 3
ipi,Japans economy remains sluggish but is beginning to show signs it may bottom out soon the Economic Planning Agency said in a monthly report submitted to Cabinet ministers But a bottoming out of the economy depends largely on the yens exchange rate trend in the immediate future Agency officials said The officials told reporters industrial production down 05 pct in January from December is likely to turn positive in February and to rise thereafter raising hopes for a brighter economic outlook The Agency predicted industrial production will grow 25 pct in the current JanuaryMarch quarter after falling 07 pct in the previous quarter A rise of this size would be the largest since the fourth quarter of 1984 when industrial output rose 27 pct the officials said They also said an expected upturn in exports would be a mixed blessing as it would contribute to economic growth but would increase the chance of trade friction Japanese exports contracted five pct in February from January but are likely to grow from March if the yen stabilizes around current levels the officials said They predicted exports will increase by 23 pct in the JanuaryMarch quarter from the OctoberDecember quarter But the problem is imports are not expanding said one official Imports fell by 94 pct in February from January REUTER 3
ipi,The Soviet government said economic results achieved in the first three months of the year were unsatisfactory the official news agency Tass said Soviet industrial production from January to March grew by 25 per cent compared with the same period last year but fell short of its target by 08 percent official statistics showed The Council of Ministers government emphasised that the results did not meet the Communist Partys exacting demands for the radical reconstruction of the economy Tass said The first quarter economic results were deemed unsatisfactory The government said poor economic results last January when industrial production was 01 lower than in January 1986 had been overcome to a considerable extent in March but the negative effects had not been completely eliminated It singled out failings in the engineering chemical and timber industries as well as light industry Growth in the machinebuilding sector a priority in Kremlin plans for economic renewal also fell short of target by 42 per cent with belowlevel output in nearly all branches at a cost of 723 million roubles 108 billion dollars in undelivered products The sales volume of consumer goods fell 27 per cent short of planned growth with a resulting decline in income to the state the figures showed Foreign trade turnover totalled 275 billion roubles 4125 billion dollars or 48 billion roubles 72 billion dollars less than in the same period last year The power industry however performed well Output of oil electricity gas and coal were all above plan Reuter 3
ipi,Swedens industrial production fell 18 pct during January compared with a fall of 08 pct the month before and remains unchanged compared with January 1986 according to figures from the Central Bureau of Statistics The bureau attributed the fall to a long Christmas break and particularly cold weather which lowered production in the forestry industry REUTER 3
ipi,The Soviet Unions industrial output is growing at a slower pace in 1987 than in 1986 and foreign trade has fallen Central Statistical Office figures show Figures in the Communist Party newspaper Pravda show industrial production rose 36 pct in the first nine months of 1987 against 52 pct in the same 1986 period Foreign trade in the same period fell 36 pct from the 1986 period as exports fell by 05 pct and imports dropped by 42 pct Foreign trade in the nine months totalled 942 billion roubles Separate import and export figures were not given One factor affecting industrial growth was the introduction of a new quality control plan Western economists said Last years calculations of industrial output included all goods irrespective of quality Under the new plan introduced in line with Soviet leader Mikhail Gorbachevs drive to modernise the economy special inspectors have the right to reject goods they consider below standard Pravda said 42 mln roubles worth of defective goods were rejected in the ninemonth period The figures also showed that on October 1 there were more than 8000 cooperative enterprises employing over 80000 people More than 200000 were employed in the private sector Pravda said without giving comparative figures The promotion of the cooperative and private sectors of the economy has been an important part of the modernisation campaign with measures introduced recently to allow the setting up of small shops on a private basis Labour productivity rose 37 pct in the first nine months against 48 pct growth in January to September 1986 But western economists said they treat Soviet productivity figures with caution as they are more broadly based than in the West which measures worker output over a given period Pravda said there were 2838 mln people in the Soviet Union as of October 1 In the January to September 1987 period 1185 mln people were employed a rise of 44 pct on the same period last year Average earnings were 200 roubles a month against 194 roubles a year ago REUTER 3
ipi,Japans preliminary industrial production index base 1980 rose 07 pct to a seasonally adjusted 1228 in March from the previous month the Ministry of International Trade and Industry said Production had fallen 02 in Feburary from a month earlier The preliminary unadjusted March index fell 02 pct from a year earlier after remaining flat in Feburary The adjusted March producers shipment index same base fell 06 to 1173 from February The unadjusted index rose 03 pct from a year earlier The adjusted March index of producers inventories of finished goods same base rose 07 pct to 1054 from Feburary The unadjusted index fell 11 pct from a year earlier REUTER 3
ipi,The Soviet economy has grown at an increased rate under Mikhail Gorbachevs leadership but his goals may be too ambitious according to a report from US intelligence agencies The report was prepared jointly by the Central Intelligence Agency and the Defense Intelligence Agency for the Congressional Joint Economic committee which released it It said the Soviet economy grew by 42 pct in 1986 Gorbachevs first full year in power twice the average rate of growth over the previous 10 years Gorbachevs policies to improve worker attitudes remove incompetent officials reduce corruption and alcoholism and modernize the countrys industrial equipment accounted for some of the gains the report said Although many of the specific policies Gorbachev has adopted are not new the intensity Gorbachev has brought to his efforts and his apparent commitment to finding longterm solutions are attributes that his immediate predecessors lacked Nonetheless Gorbachevs program appears too ambitious on a number of counts the report said Earlier this week two US experts on the Soviet Union said Gorbachev was likely to be ousted in three to four years if he continues his reform policies I dont think he can last four years Marshall Goldman of Harvard University told a Congressional hearing Hes moving so fast hes stepping on so many toes A similar comment came from Peter Reddaway of the Smithsonian Institutions Kennan Institute for Advanced Russian studies The economic report said meeting targets for commodity output would require unrealistic gains in productivity and industrial output targets appear too high to allow time to install more advanced equipment None of Gorbachevs proposals would change the system of economic incentives that has discouraged innovation and technological change the report added The first significant resistance to specific policies although not overall goals surfaced in 1986 in both the massive government and party bureaucracy particularly among enterprise managers who complained that they were being asked to carry out conflicting goals such as to raise quality standards and output targets simultaneously the report said The CIADIA report predicted two to three pct growth in the Soviet economy over the next several years It said the Soviet Union trailed the US by seven to 12 years in advanced manufacturing technologies such as computers and microprocessors Reuter 3
ipi,The Bank of France said in its latest monthly report on the French economy it expected a pickup in industrial production registered in March to gather steam over the next few months Without giving figures the report said last months rise partly linked to efforts to catch up with production lost earlier this year through industrial action was due mainly to a firming of domestic demand New progress is expected in all main sectors except capital goods where production will remain at its present level the report added The upbeat report comes in the wake of grim March trade balance figures which showed a deficit in industrial trade for the first time since June 1982 While the automobile industry remained unchanged from previously boosted levels consumer goods production grew and was expected to accelerate except in the area of domestic appliances Semifinished goods showed a clear increase in all sectors Construction and civil engineering boosted by a rise in public works also improved while retail trade sales in all sectors continued to slow REUTER 3
ipi,Taiwans industrial production index fell largely as the result of the rising Taiwan dollar by 818 pct to 14006 base 1981 in February from a revised 15253 in January the Economy Ministry said It was the second consecutive monthly fall after dropping nine pct in January but it was still 2649 pct up on February 1986 following a very extended rise last year The January figure was revised from a preliminary 15482 A ministry official attributed the decline to falling production of nonmetal products textiles and transportation equipment and less mining and house construction The official said the decline was also caused by falling exports in February due to the climb of the Taiwan dollar which has made Taiwanese products more expensive He expected the decline to continue in the next few months because of further appreciation of the local dollar against the US Currency The Taiwan dollar advanced more than 15 pct against the US Dollar since September 1985 It closed at 3440 to the US Dollar today and is expected to rise to about 32 to the dollar by the end of this year foreign bankers and economists said REUTER 3
ipi,Italian industrial production fell 34 pct in January compared with the same month last year the national statistics institute Istat said The rise follows a yearonyear increase in December 1986 of 45 pct Istats industrial production index base 1980 not seasonally adjusted registered 933 compared with 966 in January 1986 Istat said there were 20 working days in January the same as December but one fewer than January last year Istat said the yearonyear fall reflected poorer performances in the footwear clothing textiles chemicals and metals industries It said office machinery and data sectors wood and furniture precision mechanics oil and electricity showed improved activity Calculations based on Istat figures showed industrial production rose 24 pct in January on a monthonmonth basis after falling 120 pct in December over November REUTER 3
ipi,Japans January seasonally adjusted industrial production index base 1980 was revised upwards to 1223 from a preliminary 1220 the Ministry of International Trade and Industry said The revised adjusted January index was down 05 pct from December when it rose 36 pct from a month earlier The revised unadjusted January index rose 05 pct from a year earlier after a one pct yearonyear December rise The adjusted producers shipment index base 1980 for January was revised upward to 1177 from a preliminary 1174 The index was down 07 pct from December when it rose three pct from a month earlier The revised unadjusted index was up 10 pct from a year earlier after a 14 pct yearonyear December rise The adjusted index of producers inventories of finished goods base 1980 for January was unchanged from a preliminary 1059 The index was down 03 pct from December when it rose 11 pct Unadjusted the revised index was down 23 pct from a year earlier after a 21 pct yearonyear drop in December REUTER 3
ipi,Swedish industrial production rose 15 pct in April after a 22 pct fall in March and a rise of 38 pct in April 1986 according to preliminary figures from the Central Bureau of Statistics The bureau said the April rise occurred in most of the sector with the greatest advances in the paper products and chemicals industries REUTER 3
ipi,A leading Soviet economist said the practice of padding figures was significantly inflating the countrys industrial production data According to the information of state monitoring organs the padding of figures makes up oneandahalf to three per cent of the volume of production Alexei Sergeyev told the official newspaper Sovetskaya Rossiya In my opinion it is significantly higher Sergeyev who works at the Economics Institute of the Soviet Unions Academy of Sciences said Most Western economists have for years allowed for a certain padding of figures when analysing Soviet statistics for industrial production Sergeyev said about 600 mln roubles was lost annually in raw material industries by paying wages and bonuses for work which was not in fact performed He said the elimination of figurepadding and other malpractices would save billions of roubles and would pay for the Soviet Unions social development program up to the year 2000 REUTER 3
ipi,Irelands industrial production index stood at 1328 in December a yearonyear rise of 62 pct the Central Statistics Bureau reported In November the index base 1980 stood at 1448 showing a rise of 43 pct on a yearonyear basis REUTER 3
ipi,European Community industrial output increased by an average of around two pct last year compared with 33 pct growth recorded in 1985 against a year earlier the EC statistics office Eurostat said Growth was highest in Portugal at five pct while in Greece output contracted by 03 pct Eurostat said in a statement Eurostat noted output growth also fell in the US And Japan US Production increased 11 pct after 20 pct in 1985 while in Japan output contracted by 05 pct after rising 45 pct a year earlier Eurostat said EC industrial production in December rose 31 pct compared with 12 months earlier but added that after adjustment for seasonal factors output growth had been clearly slowing down since the beginning of the summe REUTER 3
ipi,The Soviet government said economic results achieved in the first three months of the year were unsatisfactory the official news agency Tass said Soviet industrial production from January to March grew by 25 pct compared with the same period last year but fell short of its target by 08 pct official statistics showed The Council of Ministers government emphasised that the results did not meet the Communist Partys exacting demands for the radical reconstruction of the economy Tass said The first quarter economic results were deemed unsatisfactory It singled out failings in the engineering chemical and timber industriess as well as light industry Reuter 3
ipi,The value of Chinas industrial output in January and February this year was 141 pct higher than in the same 1986 period the New China News Agency said Output increased by 56 pct from January 1985 to January 1986 and 09 pct from February 1985 to 1986 The agency said the most recent increase was largely due to last years poor performance No significant improvement was made in economic results it said adding that some successes were reported in readjusting the industrial product mix in the last quarter of 1986 The agency said the amount of tied up working capital rose and sizeable funds were occupied by unsaleable goods in 1986 It quoted unnamed economists as saying they expect 1987 industrial production to increase at a proper rate and with better results due to a costefficiency drive underway throughout the country It gave no more details The official industrial growth target this year is seven pct down from an actual 92 pct last year REUTER 3
